,years_of_experience,aerodynamics_score,technological_score,Leader,Leadership_score,distance,route_match,fuel_consumption,engine_temperature,body_weight,sensor_equipped
3009,15,8,2,0,169,951,56,116,80,1776,1
3010,4,49,2,1,524,536,17,57,40,3237,0
3011,13,13,1,0,202,835,82,84,78,1583,1
3012,16,41,5,1,525,955,95,147,46,2418,0
3013,17,36,4,0,473,813,60,97,78,3319,0
3014,14,7,4,0,168,521,25,68,72,2041,1
3015,12,28,5,0,375,720,72,56,41,2683,1
3016,9,16,8,0,261,873,78,54,46,2806,1
3017,10,19,2,0,254,532,13,142,52,2124,1
3018,13,24,9,0,368,869,57,126,78,2956,0
3019,2,22,8,0,286,930,82,45,38,3021,1
3020,9,6,5,0,140,903,73,74,58,2701,0
3021,20,45,5,1,585,511,96,30,51,1652,1
3022,9,50,7,1,594,779,40,60,63,3995,0
3023,14,14,8,1,266,655,61,69,41,3155,0
3024,2,44,8,1,506,785,83,34,55,2795,0
3025,8,20,2,0,254,969,9,122,76,1341,0
3026,8,27,7,0,359,939,67,31,72,3911,1
3027,18,30,5,0,425,677,58,116,71,2757,0
3028,3,49,9,1,568,671,19,138,71,1709,1
3029,3,44,8,1,511,726,72,116,53,1481,1
3030,13,21,6,0,317,812,38,145,43,3267,0
3031,20,48,7,1,629,580,82,66,60,1590,1
3032,5,12,8,0,201,875,26,32,39,3865,1
3033,12,35,10,1,480,837,90,56,58,2184,0
3034,6,21,10,0,310,962,80,122,63,3421,0
3035,17,26,9,0,408,888,36,76,47,1892,0
3036,9,35,2,0,409,553,95,116,54,3392,1
3037,2,41,9,1,483,888,62,140,71,1722,1
3038,19,16,3,0,276,613,15,135,50,2099,0
3039,7,29,1,0,332,882,47,60,78,1698,0
3040,7,5,6,0,127,796,48,44,41,2202,0
3041,9,7,6,0,157,863,85,110,75,3880,0
3042,20,30,10,1,470,838,53,82,75,1784,0
3043,6,7,7,0,149,546,70,74,54,1319,1
3044,12,25,1,0,317,962,28,136,53,3476,0
3045,6,12,5,0,185,878,65,40,63,3681,1
3046,20,37,5,1,505,830,9,144,48,3689,0
3047,16,27,2,0,364,545,29,39,59,2803,1
3048,3,11,1,1,132,887,71,64,73,1486,1
3049,7,27,4,0,333,610,94,137,39,2818,1
3050,11,25,5,0,340,929,81,98,50,1307,1
3051,11,34,4,1,423,520,56,118,40,1823,0
3052,13,17,7,0,284,595,68,115,46,3317,1
3053,9,15,6,1,237,826,57,57,66,3981,1
3054,12,14,4,0,228,603,37,96,40,2779,1
3055,2,25,5,0,295,546,74,101,70,1974,1
3056,18,17,1,0,267,756,68,99,69,2075,0
3057,13,10,3,0,186,588,24,32,66,2324,1
3058,17,17,5,0,290,702,30,70,61,2542,0
3059,6,29,2,0,334,642,57,88,42,1291,0
3060,2,9,5,0,135,501,60,128,71,1934,0
3061,16,22,1,0,307,974,45,143,38,2240,0
3062,12,13,4,0,218,927,49,76,65,1780,0
3063,12,46,1,1,527,770,2,137,46,2094,0
3064,11,40,9,1,518,768,35,75,60,3503,0
3065,10,35,7,0,449,911,28,130,42,2025,1
3066,12,9,1,0,157,725,100,81,46,1884,0
3067,7,28,6,0,357,664,22,82,42,2730,1
3068,1,31,4,0,343,528,21,62,45,1290,1
3069,1,36,3,0,386,533,34,127,36,3279,1
3070,8,29,5,0,365,919,100,32,53,3471,0
3071,3,21,2,0,239,785,55,66,65,1452,1
3072,15,42,8,1,551,703,20,86,38,3195,0
3073,16,5,10,0,200,759,50,115,74,3821,1
3074,3,21,2,0,239,812,51,51,60,1597,0
3075,3,28,3,0,316,965,85,134,63,3750,1
3076,11,23,1,0,292,864,15,102,69,1429,0
3077,3,31,6,0,367,830,20,139,47,3635,0
3078,7,27,2,0,319,619,70,125,61,2339,1
3079,0,28,6,0,322,780,98,136,60,3809,0
3080,9,9,5,0,170,552,10,109,70,2570,0
3081,11,11,6,0,207,650,42,105,53,2154,0
3082,20,32,2,0,434,848,68,106,69,3385,0
3083,10,41,1,1,467,710,47,144,45,3779,0
3084,6,14,9,0,233,640,85,108,61,2350,0
3085,17,13,1,0,222,616,39,65,48,3112,0
3086,8,16,8,0,256,672,40,54,57,3012,0
3087,4,24,8,0,316,814,18,120,60,1766,0
3088,3,33,6,0,387,561,5,93,71,3740,0
3089,3,32,2,0,349,905,79,38,55,1821,1
3090,2,17,1,1,187,659,100,45,70,2023,0
3091,15,46,8,1,591,550,59,45,43,2143,1
3092,13,11,6,1,217,606,27,40,78,3489,0
3093,16,26,5,0,375,578,21,31,79,3631,1
3094,9,40,4,1,473,802,43,54,64,1930,0
3095,16,36,4,1,468,525,83,79,59,2782,1
3096,6,15,3,0,201,716,75,91,76,3609,0
3097,14,49,5,1,595,614,10,51,62,2605,1
3098,4,30,2,0,334,818,16,133,63,1889,0
3099,15,14,2,0,229,612,60,137,75,3662,0
3100,6,13,7,0,209,715,42,126,50,3919,1
3101,12,36,6,1,462,954,18,49,74,2725,0
3102,16,29,2,0,384,603,8,73,39,3033,0
3103,16,41,4,1,518,828,84,61,55,1234,0
3104,16,16,2,0,254,773,94,93,80,1854,0
3105,5,42,10,1,515,813,68,135,57,2189,0
3106,3,8,5,0,130,813,37,104,43,2589,1
3107,5,8,10,0,175,618,0,79,65,3608,0
3108,13,34,7,1,454,712,55,85,57,2884,1
3109,10,17,6,0,262,776,6,145,66,3965,0
3110,11,36,6,1,457,676,1,144,43,2963,1
3111,8,18,7,0,269,814,86,31,42,2830,1
3112,2,32,1,1,337,649,75,93,62,1846,1
3113,8,47,7,1,559,744,61,99,61,2183,0
3114,9,6,4,0,133,861,49,70,62,2361,0
3115,7,7,6,0,147,508,39,107,45,1318,1
3116,5,15,1,0,182,608,18,34,40,2691,0
3117,16,23,6,0,352,970,13,145,63,1938,1
3118,5,42,10,1,515,867,52,140,50,3216,0
3119,3,34,6,0,397,899,60,47,74,2962,0
3120,0,15,7,0,199,632,15,76,36,3683,1
3121,3,21,3,0,246,857,2,104,38,3625,0
3122,8,16,3,0,221,627,54,133,49,3446,0
3123,15,37,5,1,480,877,72,55,40,1739,0
3124,15,31,9,0,448,731,46,82,53,3933,0
3125,10,40,2,1,464,833,13,35,38,3279,1
3126,20,30,7,0,449,903,5,91,58,1498,0
3127,9,31,5,0,390,970,1,137,77,2944,0
3128,5,26,7,0,334,853,19,131,66,3729,0
3129,13,11,1,0,182,786,94,125,62,3430,0
3130,18,27,7,0,409,736,57,138,64,1762,0
3131,13,46,9,1,588,797,97,65,67,3487,0
3132,18,21,1,0,307,929,37,73,64,2389,0
3133,12,26,8,0,376,894,61,32,38,3219,1
3134,2,20,2,0,224,904,9,85,75,1907,0
3135,16,26,8,0,396,851,10,60,59,1420,0
3136,17,8,1,0,172,674,81,150,45,2632,1
3137,6,50,5,1,565,995,76,81,75,3318,1
3138,16,36,9,1,503,957,37,52,44,1894,0
3139,9,33,1,0,382,591,47,115,45,3545,0
3140,18,10,2,0,204,710,9,138,58,3416,0
3141,7,50,4,0,563,726,36,149,59,2717,0
3142,15,37,4,1,473,610,32,71,47,2563,0
3143,7,45,8,1,541,978,62,118,71,2329,1
3144,15,22,1,0,302,536,48,88,43,1802,0
3145,18,47,1,1,567,531,85,138,79,1505,0
3146,8,17,8,1,266,806,97,105,77,3477,1
3147,8,32,3,0,381,544,100,56,36,1282,1
3148,0,46,9,0,523,695,88,150,52,3246,0
3149,9,34,10,1,455,928,5,56,61,3280,0
3150,6,20,5,0,265,924,73,36,75,3115,1
3151,18,9,3,0,201,563,54,81,46,1805,1
3152,9,42,8,1,521,670,86,100,40,3698,0
3153,2,40,2,1,424,888,72,104,72,3671,1
3154,13,11,7,0,224,828,19,129,41,2385,1
3155,1,47,7,1,524,779,96,60,42,1784,1
3156,18,43,7,0,569,828,20,144,56,3261,0
3157,16,32,3,0,421,862,73,59,71,1884,1
3158,18,44,7,1,579,636,30,121,71,1320,1
3159,0,10,10,0,170,988,4,100,75,1405,0
3160,7,22,4,0,283,616,37,98,69,1216,0
3161,12,23,3,0,311,536,68,113,70,1469,0
3162,4,15,3,0,191,704,34,123,46,3912,1
3163,2,29,2,0,314,554,55,40,58,3070,1
3164,14,48,9,1,613,566,23,138,77,2123,1
3165,6,37,9,1,463,940,74,135,49,1583,0
3166,17,48,2,1,579,960,27,55,74,1868,1
3167,14,16,4,0,258,585,15,52,48,2259,0
3168,7,20,10,0,305,653,34,95,67,3663,1
3169,4,24,2,0,274,914,51,39,78,3684,1
3170,6,34,8,0,426,848,17,66,39,2340,0
3171,16,33,3,0,431,516,21,100,79,3548,1
3172,11,29,10,0,415,863,77,43,73,1676,1
3173,20,32,2,0,434,888,21,84,49,2052,0
3174,2,33,1,0,347,725,87,59,71,2075,1
3175,20,49,3,1,611,527,85,54,39,3435,1
3176,17,16,10,0,315,629,87,45,67,3410,1
3177,1,48,9,1,548,836,35,58,50,1302,0
3178,13,24,4,0,333,542,8,129,70,3829,1
3179,14,32,6,0,432,606,1,95,60,1867,0
3180,11,39,9,1,508,928,46,51,61,3353,0
3181,3,26,8,0,331,971,41,42,78,2061,1
3182,10,5,3,0,121,567,100,62,78,2037,0
3183,3,6,8,0,131,636,38,106,53,1799,0
3184,13,10,6,0,207,643,87,123,49,2630,0
3185,4,17,5,0,225,800,38,58,54,1849,0
3186,15,9,1,0,172,719,30,88,72,3816,1
3187,18,12,7,0,259,574,98,99,47,2149,1
3188,19,45,7,1,594,733,11,94,78,3516,0
3189,13,12,7,0,234,606,62,77,54,2659,0
3190,3,41,8,1,481,648,14,52,37,2573,0
3191,13,28,8,0,401,929,73,103,64,3740,0
3192,20,23,7,0,379,984,40,69,74,2666,1
3193,3,40,4,0,443,982,33,109,58,3733,1
3194,12,30,7,0,409,584,69,110,47,2349,0
3195,15,27,4,0,373,606,76,138,70,2300,0
3196,5,18,1,0,212,621,36,139,47,1499,0
3197,5,12,8,0,201,956,37,85,43,3461,0
3198,14,35,4,0,448,916,19,87,56,2278,0
3199,17,36,1,1,452,662,76,95,56,3711,0
3200,0,34,1,0,347,749,6,67,69,1416,0
3201,19,24,3,0,356,583,34,85,60,3555,1
3202,1,50,10,1,575,627,16,98,74,1830,0
3203,5,10,3,0,146,573,68,54,45,2036,1
3204,9,9,8,0,191,890,83,37,75,1227,0
3205,13,12,6,0,227,793,1,101,46,1507,0
3206,6,45,8,1,536,893,7,117,65,3327,0
3207,6,43,10,1,530,643,89,80,38,3103,0
3208,2,43,3,1,461,629,61,57,59,2655,1
3209,2,47,3,1,501,571,35,118,61,3241,1
3210,20,33,5,0,465,718,9,59,42,2288,0
3211,10,28,2,0,344,936,11,89,56,2120,0
3212,17,24,3,0,346,912,40,126,41,2358,0
3213,7,24,10,0,345,631,83,79,45,1247,0
3214,17,11,3,0,216,651,65,83,55,3784,1
3215,17,15,1,0,242,507,55,53,45,3755,0
3216,17,34,1,0,432,515,49,79,48,3940,1
3217,14,17,9,0,303,527,4,56,43,3674,0
3218,9,31,10,1,425,537,74,105,37,3430,1
3219,9,50,9,1,608,641,8,115,79,1360,1
3220,14,16,10,0,300,520,95,84,42,1287,0
3221,12,8,5,0,175,670,6,132,72,1226,0
3222,3,20,1,0,222,703,95,81,47,3062,0
3223,18,41,5,1,535,717,40,132,43,1530,1
3224,1,37,4,0,403,842,100,132,78,2522,0
3225,4,40,3,0,441,768,39,105,48,1752,0
3226,6,15,7,1,229,947,61,140,53,3923,1
3227,6,42,9,1,513,816,27,131,71,1403,1
3228,6,24,3,0,291,640,30,91,62,3611,1
3229,9,42,2,1,479,708,39,102,67,3444,0
3230,19,24,6,0,377,600,29,97,50,3527,1
3231,5,39,9,1,478,800,59,57,54,2000,0
3232,4,24,9,0,323,773,61,90,53,3853,1
3233,16,31,4,0,418,550,41,43,38,2194,0
3234,8,39,4,0,458,522,90,108,52,3791,1
3235,16,11,9,0,253,537,34,57,49,1846,0
3236,18,21,5,0,335,914,29,127,56,2897,1
3237,8,30,3,0,361,881,82,147,50,3946,1
3238,16,45,3,1,551,682,84,86,57,3200,1
3239,2,12,3,0,151,566,87,87,66,2898,0
3240,5,30,6,0,367,709,37,74,70,3620,0
3241,8,31,5,0,385,742,25,63,73,3578,1
3242,4,13,2,0,164,830,39,70,58,2460,0
3243,0,37,6,0,412,942,57,56,62,2273,1
3244,6,5,7,0,129,650,40,97,45,1642,1
3245,15,42,9,1,558,834,31,83,70,3702,0
3246,6,49,9,1,583,516,78,109,45,2957,1
3247,17,35,5,0,470,961,96,74,72,3684,0
3248,5,37,2,0,409,777,63,60,70,3894,1
3249,14,50,4,1,598,794,79,111,47,1675,1
3250,2,18,2,0,204,514,65,55,80,2756,0
3251,18,10,8,0,246,612,26,109,64,2726,1
3252,5,31,6,0,377,954,91,68,55,2100,0
3253,12,22,6,0,322,981,49,117,58,2421,0
3254,19,11,7,1,254,532,22,61,71,1722,1
3255,2,47,4,1,508,940,58,138,67,3428,1
3256,17,27,3,0,376,905,62,30,36,2231,0
3257,14,20,2,0,284,633,100,123,41,3425,1
3258,6,26,7,0,339,974,62,147,74,1206,1
3259,19,8,6,0,217,964,53,100,37,1386,0
3260,2,49,7,1,549,931,14,47,51,3888,1
3261,1,9,8,0,151,561,13,42,52,2210,1
3262,9,16,3,0,226,613,38,80,64,3418,0
3263,16,9,6,0,212,608,90,150,68,2849,1
3264,14,44,10,1,580,967,80,137,41,3163,0
3265,8,6,1,0,107,660,72,50,69,3298,1
3266,4,38,4,0,428,594,19,64,60,3231,0
3267,10,22,9,0,333,885,39,74,59,1625,0
3268,4,39,6,1,452,940,13,33,57,3358,0
3269,2,15,7,0,209,938,43,38,40,1208,0
3270,2,11,1,0,127,641,88,102,44,1365,0
3271,5,22,7,0,294,862,83,97,51,2705,0
3272,17,40,8,1,541,697,1,133,67,1363,0
3273,8,45,2,1,504,628,90,82,56,2749,0
3274,1,27,6,0,317,848,6,68,75,1306,0
3275,7,46,3,1,516,865,13,49,52,3244,1
3276,1,34,3,0,366,959,45,34,57,2719,0
3277,5,9,4,0,143,868,23,57,64,3233,0
3278,16,40,1,1,487,690,10,138,52,3205,0
3279,14,23,6,0,342,919,72,141,50,1974,0
3280,13,38,8,0,501,913,17,63,78,3607,0
3281,7,19,7,1,274,625,29,104,52,2754,0
3282,13,27,1,0,342,714,14,68,43,2388,0
3283,3,35,2,0,379,871,49,76,74,2258,0
3284,15,30,6,0,417,721,23,48,61,1863,0
3285,13,23,10,0,365,711,88,47,63,3789,0
3286,2,22,1,0,237,890,10,64,51,3078,0
3287,2,42,4,1,458,805,21,47,46,1766,0
3288,12,17,2,0,244,516,73,59,52,2663,0
3289,5,40,1,0,432,849,27,143,55,1956,1
3290,5,42,8,1,501,531,1,112,53,2306,1
3291,8,11,4,0,178,993,14,61,60,3308,0
3292,2,36,9,0,433,582,35,91,73,2856,0
3293,16,48,5,1,595,687,81,134,78,2679,0
3294,2,38,10,1,460,817,46,131,39,1893,0
3295,9,49,10,1,605,889,3,117,37,2356,1
3296,3,50,1,1,522,991,66,93,51,2926,0
3297,5,38,7,1,454,823,24,122,67,1786,1
3298,11,20,9,0,318,514,29,41,45,3485,0
3299,15,30,6,0,417,876,39,65,74,2350,0
3300,19,38,3,1,496,984,5,92,51,2998,0
3301,20,47,2,0,584,524,96,110,38,2697,0
3302,5,41,4,1,463,514,9,140,61,2918,0
3303,13,25,1,0,322,742,76,55,80,2892,0
3304,14,27,9,0,403,783,21,104,79,1884,0
3305,7,27,5,0,340,745,36,39,46,3983,1
3306,13,19,3,0,276,642,84,50,70,3593,1
3307,19,16,6,0,297,814,39,35,39,1832,1
3308,2,33,2,0,354,806,68,142,39,1432,0
3309,8,47,9,1,573,924,69,51,72,2793,1
3310,8,18,3,0,241,726,56,66,48,1735,0
3311,16,15,6,0,272,949,91,53,71,1774,0
3312,16,18,9,0,323,570,42,131,56,3040,1
3313,13,20,2,0,279,641,94,128,39,3111,0
3314,18,40,9,0,553,854,85,38,60,2783,0
3315,16,13,7,0,259,516,62,91,55,3734,0
3316,12,33,8,0,446,644,58,37,36,3711,0
3317,5,24,3,0,286,520,44,144,69,2503,1
3318,20,27,5,0,405,607,29,140,44,2329,1
3319,3,7,3,0,106,735,5,50,48,2086,0
3320,13,26,4,0,353,856,23,71,40,1659,0
3321,0,46,8,1,516,869,22,70,74,3769,1
3322,3,22,8,0,291,941,72,129,44,2548,1
3323,14,46,4,1,558,704,20,49,69,3643,0
3324,11,14,7,0,244,935,51,89,40,2606,1
3325,3,19,3,0,226,823,42,129,41,3025,0
3326,8,36,1,0,407,661,25,139,64,2840,0
3327,6,28,3,0,331,518,53,59,62,2203,1
3328,3,47,10,1,555,760,44,137,72,3324,1
3329,8,32,5,1,395,662,48,129,67,3196,0
3330,20,22,7,0,369,860,82,110,69,3538,0
3331,11,12,1,0,182,507,3,83,65,3759,0
3332,8,20,3,0,261,933,42,44,71,1530,1
3333,19,32,4,0,443,762,38,119,75,3257,0
3334,9,24,7,0,334,678,5,54,50,1290,0
3335,7,24,3,0,296,583,25,71,43,3350,1
3336,20,28,8,0,436,626,98,87,47,3560,0
3337,16,20,6,0,322,760,20,102,77,1456,0
3338,4,47,5,1,525,706,1,86,76,1855,0
3339,1,9,6,0,137,864,34,50,52,1214,0
3340,8,36,7,0,449,712,19,55,55,2874,0
3341,0,21,3,0,231,870,95,98,44,2002,0
3342,1,48,4,1,513,509,59,93,39,2745,0
3343,16,18,10,0,330,744,71,118,46,1753,0
3344,20,21,5,0,345,628,46,55,66,3718,1
3345,17,30,1,0,392,775,41,87,50,3915,1
3346,15,25,9,0,388,556,9,146,52,3844,1
3347,20,18,3,0,301,564,88,115,59,2404,1
3348,19,43,10,1,595,530,2,51,51,2654,0
3349,12,11,10,0,240,715,100,114,80,2370,0
3350,10,47,3,1,541,824,43,74,64,3308,1
3351,19,26,6,0,397,969,78,30,77,2315,1
3352,18,47,1,1,567,793,24,145,44,2340,1
3353,16,34,9,1,483,888,78,128,42,2665,1
3354,4,48,7,0,549,662,49,97,55,2339,1
3355,13,5,7,0,164,668,25,56,60,1246,1
3356,10,39,10,1,510,562,25,47,39,1348,1
3357,6,49,7,1,569,629,91,114,69,2536,1
3358,4,41,10,0,500,540,27,54,75,2752,0
3359,5,43,10,1,525,623,6,42,46,2829,1
3360,7,47,4,1,533,838,3,122,56,1830,1
3361,2,43,4,1,468,650,5,123,41,1399,1
3362,11,8,1,0,142,792,96,42,77,3942,0
3363,15,14,10,0,285,821,68,146,53,2019,1
3364,16,45,3,1,551,906,46,78,60,2813,0
3365,16,22,9,0,363,572,71,135,48,2333,1
3366,18,45,9,0,603,531,27,126,69,1407,1
3367,6,49,7,1,569,618,37,116,37,1510,1
3368,18,38,9,1,533,574,53,74,66,3050,0
3369,10,10,6,0,192,813,62,47,78,1329,1
3370,19,23,3,0,346,909,58,132,59,3686,1
3371,11,34,2,0,409,714,14,100,53,1718,1
3372,0,16,2,0,174,639,75,50,36,2782,0
3373,10,15,3,0,221,961,81,69,39,2368,0
3374,18,45,2,1,554,941,44,78,66,2381,0
3375,8,10,2,0,154,800,59,105,43,2051,1
3376,7,7,9,0,168,896,46,51,40,1380,1
3377,6,21,5,0,275,722,70,101,52,1422,0
3378,12,36,6,1,462,542,31,31,59,2374,0
3379,19,5,5,0,180,702,45,63,63,3491,0
3380,5,13,9,0,218,886,98,149,60,3316,0
3381,10,32,4,0,398,595,94,146,67,3404,1
3382,0,26,7,0,309,965,5,111,57,3363,1
3383,13,16,8,0,281,891,43,56,65,3537,0
3384,2,32,1,0,337,676,18,86,58,1895,1
3385,4,48,1,1,507,556,1,129,48,3689,0
3386,3,45,1,1,472,914,84,145,40,2456,1
3387,5,23,1,0,262,759,42,73,62,2932,0
3388,1,44,3,1,466,594,1,73,47,2941,0
3389,2,25,9,0,323,724,33,76,73,1881,1
3390,5,13,6,0,197,637,95,80,66,2091,0
3391,11,33,8,1,441,979,19,143,38,1673,0
3392,0,21,5,0,245,980,14,75,46,2608,0
3393,9,45,8,1,551,894,67,39,71,1816,1
3394,16,44,1,1,527,872,1,145,53,2150,1
3395,9,12,8,0,221,902,17,35,80,1253,1
3396,5,7,3,0,116,779,30,108,43,1695,0
3397,15,26,3,1,356,937,19,89,52,3502,0
3398,3,19,8,0,261,965,13,98,48,3597,0
3399,14,19,2,0,274,768,57,87,77,2666,1
3400,3,41,4,1,453,782,46,106,43,2088,0
3401,20,24,8,0,396,565,33,41,73,1378,1
3402,9,5,1,0,102,743,40,35,54,1960,1
3403,19,31,10,1,475,872,3,45,43,3534,1
3404,9,50,3,1,566,741,71,54,44,3764,0
3405,4,15,5,0,205,656,18,67,67,1855,0
3406,7,30,4,1,363,520,0,116,63,2551,1
3407,18,42,9,1,573,762,35,71,68,3171,0
3408,5,39,10,1,485,876,86,55,60,2577,1
3409,20,30,3,0,421,953,25,125,65,3841,1
3410,9,35,2,0,409,761,14,147,78,2542,1
3411,4,21,10,0,300,694,90,41,62,2540,0
3412,2,5,3,0,81,893,3,79,41,2209,0
3413,1,18,6,0,227,955,85,150,59,2346,1
3414,8,47,1,0,517,929,41,68,46,3687,0
3415,6,28,3,0,331,810,87,88,36,3914,0
3416,0,28,1,0,287,632,97,68,58,2892,0
3417,0,18,5,0,215,987,80,125,53,1369,1
3418,18,45,3,1,561,996,42,108,55,3111,1
3419,18,9,3,0,201,857,54,63,47,1445,1
3420,2,14,1,0,157,570,85,77,62,3860,0
3421,4,46,5,1,515,662,69,38,41,3542,0
3422,8,49,10,1,600,749,26,57,79,3601,1
3423,18,36,3,1,471,995,78,94,75,3751,1
3424,17,33,8,1,471,687,85,59,72,1584,1
3425,11,29,9,0,408,521,91,44,43,1669,0
3426,13,28,7,0,394,801,67,32,78,1251,1
3427,4,28,9,0,363,982,24,107,77,3633,0
3428,17,47,6,1,597,902,94,52,47,2497,0
3429,4,6,4,0,108,521,0,149,61,1467,1
3430,10,20,3,1,271,801,90,138,57,3854,1
3431,3,7,3,1,106,811,43,99,58,2549,1
3432,13,5,4,0,143,797,98,50,63,1732,0
3433,20,43,4,1,558,719,6,50,57,3310,1
3434,16,25,9,0,393,611,21,74,49,1756,1
3435,18,5,5,0,175,738,70,137,66,3322,1
3436,8,24,1,0,287,969,17,125,44,1458,1
3437,10,8,10,1,200,659,95,66,39,3550,1
3438,15,31,6,0,427,872,79,89,53,2655,0
3439,5,24,2,0,279,837,64,41,65,1596,1
3440,6,20,9,0,293,775,54,65,57,3085,0
3441,8,18,3,0,241,653,42,111,77,2515,1
3442,20,29,10,1,460,623,45,122,79,1223,1
3443,12,23,5,0,325,693,11,92,75,2763,0
3444,9,5,7,0,144,842,92,114,77,2146,1
3445,11,48,2,0,549,599,10,67,53,3296,1
3446,1,33,4,0,363,515,20,117,59,2546,0
3447,10,49,6,1,582,628,17,148,75,3847,0
3448,5,38,4,0,433,623,81,51,59,2224,1
3449,14,48,6,0,592,847,17,100,46,2681,0
3450,18,15,2,0,254,981,48,110,72,2603,0
3451,6,49,8,1,576,695,30,138,72,2045,0
3452,9,27,2,0,329,578,95,150,40,3242,1
3453,8,14,6,0,222,853,52,126,53,2132,0
3454,10,25,1,0,307,825,96,132,63,2907,0
3455,7,10,1,0,142,876,87,58,58,3560,1
3456,3,30,4,0,343,884,22,32,67,2857,0
3457,2,6,10,0,140,532,94,106,44,2094,0
3458,13,18,1,0,252,841,77,123,64,3528,0
3459,9,42,2,1,479,825,89,50,72,2939,1
3460,1,39,10,1,465,887,0,105,44,2939,1
3461,15,32,4,0,423,625,58,46,44,3545,1
3462,13,11,7,0,224,931,36,31,78,2490,1
3463,1,38,3,1,406,579,24,53,46,1811,0
3464,9,12,7,0,214,927,95,140,62,2848,0
3465,6,50,3,1,551,821,34,33,59,2368,0
3466,18,41,10,1,570,737,76,110,42,3601,1
3467,19,42,7,1,564,692,45,115,45,3122,1
3468,8,32,1,0,367,804,96,130,49,3734,1
3469,13,15,10,0,285,830,8,110,63,1960,1
3470,13,50,3,1,586,703,8,120,79,1649,1
3471,20,26,10,0,430,890,44,148,80,3480,1
3472,10,46,10,1,580,858,88,98,69,2691,1
3473,17,28,9,0,428,769,32,43,51,3610,1
3474,13,40,3,1,486,512,94,145,59,3985,1
3475,6,8,7,0,159,946,37,41,78,3662,0
3476,17,33,1,0,422,938,15,111,45,2974,0
3477,8,26,4,1,328,793,100,102,72,3826,0
3478,10,6,5,0,145,644,12,52,78,3424,1
3479,18,30,4,0,418,694,52,103,66,3676,0
3480,12,38,10,1,510,834,81,73,55,2499,0
3481,15,47,5,1,580,703,90,47,40,2791,1
3482,9,33,5,0,410,907,85,67,69,1712,0
3483,2,46,10,1,540,914,56,133,76,1582,0
3484,0,31,2,0,324,779,3,44,48,2755,0
3485,12,16,9,0,283,512,55,134,60,2397,0
3486,6,44,8,1,526,816,18,107,36,3422,0
3487,12,44,9,0,563,524,74,100,37,3832,1
3488,20,22,7,0,369,818,35,90,70,2246,0
3489,10,44,9,1,553,837,33,49,71,1938,0
3490,3,10,5,0,150,990,100,30,72,2042,0
3491,9,7,3,0,136,603,26,123,37,1300,0
3492,9,48,1,1,532,978,83,36,70,1359,1
3493,10,30,4,0,378,766,32,137,79,3880,1
3494,17,49,5,1,610,678,67,132,75,1758,0
3495,12,20,2,0,274,798,82,56,69,3869,0
3496,18,18,3,0,291,770,42,123,55,2232,1
3497,20,26,3,0,381,997,32,114,67,1941,1
3498,3,16,4,1,203,921,48,118,72,2188,0
3499,13,38,10,1,515,508,96,97,66,1776,1
3500,6,8,8,0,166,913,13,116,48,1759,1
3501,10,18,8,0,286,738,20,92,76,1978,0
3502,2,45,8,1,516,566,87,75,49,3910,1
3503,4,36,5,0,415,605,86,137,40,2898,0
3504,9,16,2,0,219,739,43,141,66,2461,0
3505,11,25,6,0,347,551,43,128,75,3974,1
3506,14,28,8,0,406,924,33,56,47,1449,0
3507,14,29,9,0,423,783,3,98,79,3842,1
3508,3,34,8,0,411,691,50,45,44,1531,0
3509,20,7,10,0,240,595,36,47,73,3790,1
3510,11,33,4,0,413,718,97,71,68,3432,1
3511,9,5,6,0,137,615,67,47,58,3738,0
3512,6,40,3,0,451,595,12,97,51,3048,0
3513,20,10,8,0,256,708,66,124,57,1741,1
3514,6,29,10,0,390,890,69,106,66,1651,0
3515,11,40,4,1,483,629,57,93,58,2874,1
3516,0,38,4,0,408,965,62,132,39,2645,1
3517,4,8,6,0,142,818,67,120,63,1405,0
3518,17,38,4,1,493,914,71,148,57,1233,1
3519,5,43,1,1,462,901,5,150,48,1881,0
3520,5,42,6,1,487,611,90,57,39,3752,1
3521,3,15,10,0,235,838,91,127,66,1507,1
3522,1,9,5,0,130,978,49,129,59,2820,0
3523,9,9,9,0,198,604,75,38,75,1583,0
3524,17,15,7,0,284,879,37,90,78,3837,0
3525,3,9,5,0,140,885,88,43,74,2918,0
3526,8,23,2,0,284,733,14,100,63,3005,0
3527,19,22,1,0,322,625,43,64,37,2473,1
3528,2,6,4,0,98,804,80,49,73,2866,0
3529,10,49,4,1,568,996,53,66,59,1702,0
3530,6,44,3,1,491,616,96,66,63,2872,1
3531,6,6,8,0,146,547,1,78,68,1562,0
3532,13,26,2,0,339,613,33,75,44,2986,1
3533,9,46,6,1,547,889,20,149,79,3761,1
3534,11,42,1,0,482,829,59,127,61,2807,1
3535,2,24,1,0,257,522,13,135,48,2609,0
3536,3,37,5,0,420,746,70,114,50,2173,1
3537,16,45,3,1,551,553,9,41,59,1638,0
3538,5,46,10,0,555,947,33,90,62,1987,0
3539,12,49,4,1,578,863,0,31,64,2017,0
3540,0,44,6,1,482,704,41,66,59,3801,0
3541,20,50,3,1,621,691,90,75,71,3440,1
3542,8,39,2,1,444,831,70,58,79,2859,0
3543,5,43,2,1,469,970,54,148,77,1205,1
